#ELM_Instance_Download_Version: 1.4
#ELM_Instance_Download_Date: 2022-03-17 09:28:34.137269
#Origin: asimov
#Type: tsv
#NumInstances: 3934
"Accession"	"ELMType"	"ELMIdentifier"	"ProteinName"	"Primary_Acc"	"Accessions"	"Start"	"End"	"References"	"Methods"	"InstanceLogic"	"PDB"	"Organism"
"ELMI001863"	"MOD"	"MOD_GSK3_1"	"CCNE1_HUMAN"	"P24864"	"P24864 A8K684 Q14091 Q8NFG1 Q92501 Q9UD21"	"392"	"399"	"14536078"	"Two dimensional phosphopeptide mapping"	"true positive"	""	"Homo sapiens"
"ELMI002616"	"MOD"	"MOD_GSK3_1"	"CTNB1_HUMAN"	"P35222"	"P35222 A8K1L7 Q8NEW9 Q8NI94 Q9H391"	"30"	"37"	"11955436 19061640 10074433"	"inhibitor; protein kinase assay; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002615"	"MOD"	"MOD_GSK3_1"	"CTNB1_MOUSE"	"Q02248"	"Q02248 Q922W1 Q9D335"	"30"	"37"	"12417018"	"mutation analysis; western blot"	"true positive"	""	"Mus musculus"
"ELMI002613"	"MOD"	"MOD_GSK3_1"	"ESR2_HUMAN"	"Q92731"	"Q92731 A8K8K5 O60608 O60685 O60702 O60703 O75583 O75584 Q0MWT5 Q0MWT6 Q86Z31 Q9UEV6 Q9UHD3 Q9UQK9"	"5"	"12"	"22586270"	"inhibitor; mutation analysis; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002582"	"MOD"	"MOD_GSK3_1"	"FGD1_HUMAN"	"P98174"	"P98174 Q5H999 Q8N4D9"	"280"	"287"	"15743413"	"inhibitor"	"true positive"	""	"Homo sapiens"
"ELMI002143"	"MOD"	"MOD_GSK3_1"	"FGD3_HUMAN"	"Q5JSP0"	"Q5JSP0 Q4VX84 Q7Z7D9 Q8N5G1"	"73"	"80"	"18363964"	"alanine scanning; coimmunoprecipitation; inhibitor; mutation analysis; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002186"	"MOD"	"MOD_GSK3_1"	"FGD3_HUMAN"	"Q5JSP0"	"Q5JSP0 Q4VX84 Q7Z7D9 Q8N5G1"	"77"	"84"	"18363964"	"mutation analysis; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002190"	"MOD"	"MOD_GSK3_1"	"HSF1_HUMAN"	"Q00613"	"Q00613 A8K4L0 A8MW26 Q53XT4"	"300"	"307"	"8940068"	"mutation analysis; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI001860"	"MOD"	"MOD_GSK3_1"	"JUN_HUMAN"	"P05412"	"P05412 Q96G93"	"236"	"243"	"1846781"	"Two dimensional phosphopeptide mapping"	"true positive"	""	"Homo sapiens"
"ELMI002177"	"MOD"	"MOD_GSK3_1"	"MK67I_HUMAN"	"Q9BYG3"	"Q9BYG3 A8K788 Q8TB66 Q96ED4"	"227"	"234"	"16244663"	"detection by mass spectrometry; mutation analysis; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002178"	"MOD"	"MOD_GSK3_1"	"MK67I_HUMAN"	"Q9BYG3"	"Q9BYG3 A8K788 Q8TB66 Q96ED4"	"231"	"238"	"16244663"	"detection by mass spectrometry; mutation analysis; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI001862"	"MOD"	"MOD_GSK3_1"	"MYC_HUMAN"	"P01106"	"P01106 A8WFE7 P01107 Q14026"	"55"	"62"	"14563837"	"coimmunoprecipitation; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002145"	"MOD"	"MOD_GSK3_1"	"NFAC1_HUMAN"	"O95644"	"O95644 Q12865 Q15793"	"238"	"245"	"12351631"	"mutation analysis; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002146"	"MOD"	"MOD_GSK3_1"	"NFAC1_HUMAN"	"O95644"	"O95644 Q12865 Q15793"	"287"	"294"	"12351631"	"mutation analysis; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI001859"	"MOD"	"MOD_GSK3_1"	"P53_HUMAN"	"P04637"	"P04637 Q15086 Q15087 Q15088 Q16535 Q16807 Q16808 Q16809 Q16810 Q16811 Q16848 Q2XN98 Q3LRW1 Q3LRW2 Q3LRW3 Q3LRW4 Q3LRW5 Q86UG1 Q8J016 Q99659 Q9BTM4 Q9HAQ8 Q9NP68 Q9NPJ2 Q9NZD0 Q9UBI2 Q9UQ61"	"30"	"37"	"11483158"	"mutation analysis; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002175"	"MOD"	"MOD_GSK3_1"	"SMAD1_HUMAN"	"Q15797"	"Q15797 A8KAJ0 D3DNZ9 Q16636"	"199"	"206"	"17289590"	"mutation analysis; protein kinase assay; radiolabel; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002174"	"MOD"	"MOD_GSK3_1"	"SMAD1_HUMAN"	"Q15797"	"Q15797 A8KAJ0 D3DNZ9 Q16636"	"207"	"214"	"18045539"	"mutation analysis; protein kinase assay; radiolabel; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002176"	"MOD"	"MOD_GSK3_1"	"SMAD3_HUMAN"	"P84022"	"P84022 A8K4B6 O09064 O09144 O14510 O35273 Q92940 Q93002 Q9GKR4"	"201"	"208"	"19218245"	"knock out; mutation analysis; protein kinase assay"	"true positive"	""	"Homo sapiens"
"ELMI002144"	"MOD"	"MOD_GSK3_1"	"SNAI1_HUMAN"	"O95863"	"O95863 Q9P113 Q9UBP7 Q9UHH7"	"93"	"100"	"15448698"	"alanine scanning; coimmunoprecipitation; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002414"	"MOD"	"MOD_LATS_1"	"ACE2_YEAST"	"P21192"	"P21192 D6VYC6"	"117"	"123"	"18715118"	"alanine scanning; mass detection of residue modification; mutation analysis; protein array; protein kinase assay"	"true positive"	""	"Saccharomyces cerevisiae S288c"
"ELMI002415"	"MOD"	"MOD_LATS_1"	"ACE2_YEAST"	"P21192"	"P21192 D6VYC6"	"132"	"138"	"18715118"	"alanine scanning; mutation analysis; protein array; protein kinase assay"	"true positive"	""	"Saccharomyces cerevisiae S288c"
"ELMI002412"	"MOD"	"MOD_LATS_1"	"ASPP1_HUMAN"	"Q96KQ4"	"Q96KQ4 B2RMX5 O94870"	"378"	"384"	"21041410"	"coimmunoprecipitation; phosphatase assay"	"true positive"	""	"Homo sapiens"
"ELMI002416"	"MOD"	"MOD_LATS_1"	"BCR1_CANAL"	"Q59U10"	"Q59U10 Q59U34"	"186"	"192"	"22589718"	"coimmunoprecipitation; comigration in non denaturing gel electrophoresis; mutation analysis; western blot"	"false positive"	""	"Candida albicans SC5314"
"ELMI002417"	"MOD"	"MOD_LATS_1"	"BCR1_CANAL"	"Q59U10"	"Q59U10 Q59U34"	"551"	"557"	"22589718"	"coimmunoprecipitation; comigration in non denaturing gel electrophoresis; mutation analysis; western blot"	"true positive"	""	"Candida albicans SC5314"
"ELMI002424"	"MOD"	"MOD_LATS_1"	"ITCH_HUMAN"	"Q96J02"	"Q96J02 A6NEW4 E1P5P3 O43584 Q5QP37 Q5TEL0 Q96F66 Q9BY75 Q9H451 Q9H4U5"	"80"	"86"	"21383157"	"sequence based prediction"	"false positive"	""	"Homo sapiens"
"ELMI002407"	"MOD"	"MOD_LATS_1"	"SNAI1_HUMAN"	"O95863"	"O95863 Q9P113 Q9UBP7 Q9UHH7"	"198"	"204"	"21952048"	"fluorescence technology; inhibitor; mutation analysis; protein kinase assay; western blot"	"false positive"	""	"Homo sapiens"
"ELMI002418"	"MOD"	"MOD_LATS_1"	"SSD1_YEAST"	"P24276"	"P24276 D6VSS2"	"37"	"43"	"19962308"	"mutation analysis; protein kinase assay"	"true positive"	""	"Saccharomyces cerevisiae S288c"
"ELMI002419"	"MOD"	"MOD_LATS_1"	"SSD1_YEAST"	"P24276"	"P24276 D6VSS2"	"121"	"127"	"19962308"	"mutation analysis; protein kinase assay"	"true positive"	""	"Saccharomyces cerevisiae S288c"
"ELMI002420"	"MOD"	"MOD_LATS_1"	"SSD1_YEAST"	"P24276"	"P24276 D6VSS2"	"147"	"153"	"19962308"	"mutation analysis; protein kinase assay"	"true positive"	""	"Saccharomyces cerevisiae S288c"
"ELMI002421"	"MOD"	"MOD_LATS_1"	"SSD1_YEAST"	"P24276"	"P24276 D6VSS2"	"159"	"165"	"19962308"	"mutation analysis; protein kinase assay"	"true positive"	""	"Saccharomyces cerevisiae S288c"
"ELMI002422"	"MOD"	"MOD_LATS_1"	"SSD1_YEAST"	"P24276"	"P24276 D6VSS2"	"223"	"229"	"19962308"	"mutation analysis; protein kinase assay"	"true positive"	""	"Saccharomyces cerevisiae S288c"
"ELMI002423"	"MOD"	"MOD_LATS_1"	"SSD1_YEAST"	"P24276"	"P24276 D6VSS2"	"256"	"262"	"19962308"	"mutation analysis; protein kinase assay"	"true positive"	""	"Saccharomyces cerevisiae S288c"
"ELMI002408"	"MOD"	"MOD_LATS_1"	"WWTR1_HUMAN"	"Q9GZV5"	"Q9GZV5 D3DNH7 Q8N3P2 Q9Y3W6"	"61"	"67"	"18227151"	"alanine scanning; phosphatase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002409"	"MOD"	"MOD_LATS_1"	"WWTR1_HUMAN"	"Q9GZV5"	"Q9GZV5 D3DNH7 Q8N3P2 Q9Y3W6"	"84"	"90"	"18227151"	"alanine scanning; phosphatase assay; protein kinase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002410"	"MOD"	"MOD_LATS_1"	"WWTR1_HUMAN"	"Q9GZV5"	"Q9GZV5 D3DNH7 Q8N3P2 Q9Y3W6"	"112"	"118"	"18227151"	"alanine scanning; phosphatase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002411"	"MOD"	"MOD_LATS_1"	"WWTR1_HUMAN"	"Q9GZV5"	"Q9GZV5 D3DNH7 Q8N3P2 Q9Y3W6"	"306"	"312"	"18227151"	"alanine scanning; phosphatase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002402"	"MOD"	"MOD_LATS_1"	"YAP1_HUMAN"	"P46937-2"	"P46937 Q7Z574 Q8IUY9"	"56"	"62"	"17974916"	"colocalization; mutation analysis; phosphatase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002403"	"MOD"	"MOD_LATS_1"	"YAP1_HUMAN"	"P46937-2"	"P46937 Q7Z574 Q8IUY9"	"104"	"110"	"17974916"	"colocalization; mutation analysis; phosphatase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002404"	"MOD"	"MOD_LATS_1"	"YAP1_HUMAN"	"P46937-2"	"P46937 Q7Z574 Q8IUY9"	"122"	"128"	"17974916"	"alanine scanning; colocalization; phosphatase assay; protein kinase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002405"	"MOD"	"MOD_LATS_1"	"YAP1_HUMAN"	"P46937-2"	"P46937 Q7Z574 Q8IUY9"	"159"	"165"	"17974916"	"colocalization; mutation analysis; phosphatase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002406"	"MOD"	"MOD_LATS_1"	"YAP1_HUMAN"	"P46937-2"	"P46937 Q7Z574 Q8IUY9"	"376"	"382"	"17974916"	"colocalization; mutation analysis; phosphatase assay; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002413"	"MOD"	"MOD_LATS_1"	"YORKI_DROME"	"Q45VV3"	"Q45VV3 A2RVH0 A2RVH4 Q0E8X1 Q7KVG6 Q95TU5 Q9W1B6"	"163"	"169"	"17889654"	"alanine scanning; protein kinase assay"	"true positive"	""	"Drosophila melanogaster"
"ELMI002461"	"MOD"	"MOD_NEK2_1"	"NDC80_HUMAN"	"O14777"	"O14777 Q6PJX2"	"162"	"167"	"21832156 12386167"	"coimmunoprecipitation; colocalization; fluorescence technology; glutathione s tranferase tag; mutation analysis; protein kinase assay; protein kinase assay; pull down; rna interference; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI002462"	"MOD"	"MOD_NEK2_1"	"NDC80_YEAST"	"P40460"	"P40460 D6VVE3"	"198"	"203"	"12386167"	"coimmunoprecipitation; glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Saccharomyces cerevisiae S288c"
"ELMI002463"	"MOD"	"MOD_NEK2_1"	"NEK2_HUMAN"	"P51955"	"P51955 Q53FD6 Q5I1Z9 Q5VXZ1 Q6NZX8 Q7Z634 Q86XH2 Q96QN9"	"172"	"177"	"17197699"	"mass detection of residue modification; mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI000561"	"MOD"	"MOD_N-GLC_1"	"ABCA4_HUMAN"	"P78363"	"P78363 O15112 O60438 O60915 Q4LE31"	"97"	"102"	"11320094"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000562"	"MOD"	"MOD_N-GLC_1"	"ABCA4_HUMAN"	"P78363"	"P78363 O15112 O60438 O60915 Q4LE31"	"414"	"419"	"11320094"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000563"	"MOD"	"MOD_N-GLC_1"	"ABCA4_HUMAN"	"P78363"	"P78363 O15112 O60438 O60915 Q4LE31"	"443"	"448"	"11320094"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000564"	"MOD"	"MOD_N-GLC_1"	"ABCA4_HUMAN"	"P78363"	"P78363 O15112 O60438 O60915 Q4LE31"	"503"	"508"	"11320094"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000565"	"MOD"	"MOD_N-GLC_1"	"ABCA4_HUMAN"	"P78363"	"P78363 O15112 O60438 O60915 Q4LE31"	"1468"	"1473"	"11320094"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000566"	"MOD"	"MOD_N-GLC_1"	"ABCA4_HUMAN"	"P78363"	"P78363 O15112 O60438 O60915 Q4LE31"	"1528"	"1533"	"11320094"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000567"	"MOD"	"MOD_N-GLC_1"	"ABCA4_HUMAN"	"P78363"	"P78363 O15112 O60438 O60915 Q4LE31"	"1587"	"1592"	"11320094"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000568"	"MOD"	"MOD_N-GLC_1"	"ABCA4_HUMAN"	"P78363"	"P78363 O15112 O60438 O60915 Q4LE31"	"1661"	"1666"	"11320094"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000579"	"MOD"	"MOD_N-GLC_1"	"ACES_HUMAN"	"P22303"	"P22303 A4D2E2 B7ZKZ0 D6W5X7 Q16169 Q29S23 Q2M324 Q504V3 Q53F46 Q86TM9 Q86YX9 Q9BXP7"	"295"	"300"	"8280063"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000580"	"MOD"	"MOD_N-GLC_1"	"ACES_HUMAN"	"P22303"	"P22303 A4D2E2 B7ZKZ0 D6W5X7 Q16169 Q29S23 Q2M324 Q504V3 Q53F46 Q86TM9 Q86YX9 Q9BXP7"	"380"	"385"	"8280063"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000581"	"MOD"	"MOD_N-GLC_1"	"ACES_HUMAN"	"P22303"	"P22303 A4D2E2 B7ZKZ0 D6W5X7 Q16169 Q29S23 Q2M324 Q504V3 Q53F46 Q86TM9 Q86YX9 Q9BXP7"	"494"	"499"	"8280063"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000605"	"MOD"	"MOD_N-GLC_1"	"B3AT_HUMAN"	"P02730"	"P02730 P78487 Q1ZZ45 Q4KKW9 Q4VB84 Q9UCY7 Q9UDJ1"	"641"	"646"	"10364201"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000569"	"MOD"	"MOD_N-GLC_1"	"BMP1_HUMAN"	"P13497"	"P13497 A8K6F5 B2RN46 D3DSR0 Q13292 Q13872 Q14874 Q99421 Q99422 Q99423 Q9UL38"	"90"	"95"	"12218058"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000570"	"MOD"	"MOD_N-GLC_1"	"BMP1_HUMAN"	"P13497"	"P13497 A8K6F5 B2RN46 D3DSR0 Q13292 Q13872 Q14874 Q99421 Q99422 Q99423 Q9UL38"	"141"	"146"	"12218058"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000571"	"MOD"	"MOD_N-GLC_1"	"BMP1_HUMAN"	"P13497"	"P13497 A8K6F5 B2RN46 D3DSR0 Q13292 Q13872 Q14874 Q99421 Q99422 Q99423 Q9UL38"	"331"	"336"	"12218058"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000572"	"MOD"	"MOD_N-GLC_1"	"BMP1_HUMAN"	"P13497"	"P13497 A8K6F5 B2RN46 D3DSR0 Q13292 Q13872 Q14874 Q99421 Q99422 Q99423 Q9UL38"	"362"	"367"	"12218058"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000573"	"MOD"	"MOD_N-GLC_1"	"BMP1_HUMAN"	"P13497"	"P13497 A8K6F5 B2RN46 D3DSR0 Q13292 Q13872 Q14874 Q99421 Q99422 Q99423 Q9UL38"	"598"	"603"	"12218058"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000552"	"MOD"	"MOD_N-GLC_1"	"CASR_HUMAN"	"P41180"	"P41180 Q13912 Q16108 Q16109 Q16110 Q16379 Q2M1T0 Q4PJ19"	"89"	"94"	"9852126"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000553"	"MOD"	"MOD_N-GLC_1"	"CASR_HUMAN"	"P41180"	"P41180 Q13912 Q16108 Q16109 Q16110 Q16379 Q2M1T0 Q4PJ19"	"129"	"134"	"9852126"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000554"	"MOD"	"MOD_N-GLC_1"	"CASR_HUMAN"	"P41180"	"P41180 Q13912 Q16108 Q16109 Q16110 Q16379 Q2M1T0 Q4PJ19"	"260"	"265"	"9852126"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000555"	"MOD"	"MOD_N-GLC_1"	"CASR_HUMAN"	"P41180"	"P41180 Q13912 Q16108 Q16109 Q16110 Q16379 Q2M1T0 Q4PJ19"	"286"	"291"	"9852126"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000556"	"MOD"	"MOD_N-GLC_1"	"CASR_HUMAN"	"P41180"	"P41180 Q13912 Q16108 Q16109 Q16110 Q16379 Q2M1T0 Q4PJ19"	"385"	"390"	"9852126"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000557"	"MOD"	"MOD_N-GLC_1"	"CASR_HUMAN"	"P41180"	"P41180 Q13912 Q16108 Q16109 Q16110 Q16379 Q2M1T0 Q4PJ19"	"445"	"450"	"9852126"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000558"	"MOD"	"MOD_N-GLC_1"	"CASR_HUMAN"	"P41180"	"P41180 Q13912 Q16108 Q16109 Q16110 Q16379 Q2M1T0 Q4PJ19"	"467"	"472"	"9852126"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000559"	"MOD"	"MOD_N-GLC_1"	"CASR_HUMAN"	"P41180"	"P41180 Q13912 Q16108 Q16109 Q16110 Q16379 Q2M1T0 Q4PJ19"	"487"	"492"	"9852126"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000560"	"MOD"	"MOD_N-GLC_1"	"CASR_HUMAN"	"P41180"	"P41180 Q13912 Q16108 Q16109 Q16110 Q16379 Q2M1T0 Q4PJ19"	"540"	"545"	"9852126"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000608"	"MOD"	"MOD_N-GLC_1"	"CO6_HUMAN"	"P13671"	"P13671"	"323"	"328"	"2468158"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI001774"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"87"	"92"	"2355006"	"deglycosylase assay"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001775"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"140"	"145"	"2355006"	"deglycosylase assay; detection by mass spectrometry; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001776"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"159"	"164"	"2355006"	"deglycosylase assay; detection by mass spectrometry"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001777"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"185"	"190"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001778"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"196"	"201"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001779"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"233"	"238"	"2355006"	"alanine scanning; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001780"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"240"	"245"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001781"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"261"	"266"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001782"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"275"	"280"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI002292"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"288"	"293"	"2355006"	"edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001783"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"294"	"299"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001784"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"300"	"305"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI002293"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"331"	"336"	"2355006"	"edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001785"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"338"	"343"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001786"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"355"	"360"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI002294"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"385"	"390"	"2355006"	"edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001787"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"391"	"396"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001788"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"396"	"401"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001789"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"405"	"410"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001790"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"447"	"452"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001791"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"462"	"467"	"2355006"	"deglycosylase assay; edman degradation"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001792"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"615"	"620"	"2355006"	"inferred by author"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001793"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"624"	"629"	"2355006"	"inferred by author"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001794"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"636"	"641"	"2355006"	"inferred by author"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001795"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1B1"	"P03375"	"P03375 P03376"	"673"	"678"	"2355006"	"inferred by author"	"true positive"	""	"Human immunodeficiency virus type 1 BH10"
"ELMI001796"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1H2"	"P04578"	"P04578 O09779"	"261"	"266"	"12072528"	"mutation analysis"	"true positive"	""	"HIV-1 M:B_HXB2R"
"ELMI002295"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1H2"	"P04578"	"P04578 O09779"	"294"	"299"	"12072528"	"mutation analysis"	"true positive"	""	"HIV-1 M:B_HXB2R"
"ELMI001797"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1H2"	"P04578"	"P04578 O09779"	"300"	"305"	"12072528"	"mutation analysis"	"true positive"	""	"HIV-1 M:B_HXB2R"
"ELMI002296"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1H2"	"P04578"	"P04578 O09779"	"331"	"336"	"12072528"	"mutation analysis"	"true positive"	""	"HIV-1 M:B_HXB2R"
"ELMI001798"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1H2"	"P04578"	"P04578 O09779"	"338"	"343"	"12072528"	"mutation analysis"	"true positive"	""	"HIV-1 M:B_HXB2R"
"ELMI002297"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1H2"	"P04578"	"P04578 O09779"	"385"	"390"	"12072528"	"mutation analysis"	"true positive"	""	"HIV-1 M:B_HXB2R"
"ELMI001799"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1H2"	"P04578"	"P04578 O09779"	"391"	"396"	"12072528"	"mutation analysis"	"true positive"	""	"HIV-1 M:B_HXB2R"
"ELMI001800"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1H2"	"P04578"	"P04578 O09779"	"396"	"401"	"12072528"	"mutation analysis"	"true positive"	""	"HIV-1 M:B_HXB2R"
"ELMI001801"	"MOD"	"MOD_N-GLC_1"	"ENV_HV1H2"	"P04578"	"P04578 O09779"	"447"	"452"	"12072528"	"mutation analysis"	"true positive"	""	"HIV-1 M:B_HXB2R"
"ELMI000601"	"MOD"	"MOD_N-GLC_1"	"FA9_HUMAN"	"P00740"	"P00740 A8K9N4 Q5JYJ8"	"202"	"207"	"11133752"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000602"	"MOD"	"MOD_N-GLC_1"	"FA9_HUMAN"	"P00740"	"P00740 A8K9N4 Q5JYJ8"	"212"	"217"	"11133752"	"not specified"	"true positive"	""	"Homo sapiens"
